"","Species","Biome","Growth.Form","Ever.Decid","TLP","totRWCtlp","Po","LMA","SWC","Ref","LMA_imputed","SWC_imputed","Lat","Lon","Treatment","ApoFrac","sympRWCtlp","T.S.L.H","Wild.Garden","Life.Stage","Psi.PD","Psi.min","Rehydrated","Elev","SWA","LWAtlp","water_loss.m2","CFT.g.m2","Other.Notes","Dataset","RWCslope","water_loss.g","Family","Genus","Species_name","Gymno.Angio"
"582","Davilla kunthii","TropicalDry","W","E",-1.435,83.3964,-1.069,NA,1.6822,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-23.826166,-138.60722408,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"583","Davilla kunthii","TropicalDry","W","E",-1.752,77.4194,-1.212,NA,1.6229,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-39.5612112,-124.02104426,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"584","Davilla kunthii","TropicalDry","W","E",-1.857,80.7923,-1.437,NA,1.4975,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-35.6686989,-119.48896925,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"585","Dipteryx oleifera","TropicalDry","W","CD",-1.241,87.806,-1.092,53.3120884075921,1.9667,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,104.848884271211,92.0636113231799,12.7852729480315,10.3023956067941,"CFT_recalced, Raw data are provided","Contributed",-15.132754,-170.7213602,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"586","Dipteryx oleifera","TropicalDry","W","CD",-1.303,88.0162,-1.158,53.3120884075921,2.0426,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,108.895271781348,95.8454802016145,13.0497915797331,10.0151892400101,"CFT_recalced, Raw data are provided","Contributed",-15.6148914,-177.73929012,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"587","Dipteryx oleifera","TropicalDry","W","CD",-1.127,92.7909,-0.998,53.3120884075921,1.9853,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,105.840489115593,98.2103424147604,7.6301467008322,6.77031650473132,"CFT_recalced, Raw data are provided","Contributed",-8.12465570000001,-182.23247377,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"588","Dipteryx oleifera","TropicalDry","W","CD",-1.525,86.8428,-1.402,53.3120884075921,1.7066,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,90.9824100763967,79.011672417825,11.9707376585717,7.84966403840765,"CFT_recalced, Raw data are provided","Contributed",-20.06473,-146.49932248,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"589","Dipteryx oleifera","TropicalDry","W","CD",-1.565,88.5143,-1.379,53.3120884075921,1.7181,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,91.595499093084,81.0751148537497,10.5203842393343,6.72229024877594,"CFT_recalced, Raw data are provided","Contributed",-17.9751205,-150.35831883,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"590","Dipteryx oleifera","TropicalDry","W","CD",-1.208,89.1094,-1.08,53.3120884075921,2.3981,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,127.847719210247,113.924335501935,13.9233837083111,11.525979890986,"CFT_recalced, Raw data are provided","Contributed",-13.1558448,-211.29515214,"Fabaceae","Dipteryx","oleifera","Angiosperm"
"591","Doliocarpus major","TropicalDry","W","E",-1.78,77.2574,-1.236,64.3652396677886,1.4189,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,91.3278385646252,70.5575135512268,20.7703250133984,11.6687219176396,"CFT_recalced, Raw data are provided","Contributed",-40.481828,-108.20162486,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"592","Doliocarpus major","TropicalDry","W","E",-1.289,88.4247,-1.101,64.3652396677886,1.5316,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,98.581801075185,87.1706618553291,11.4111392198559,8.8527069199813,"CFT_recalced, Raw data are provided","Contributed",-14.9205617,-133.89967052,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"593","Doliocarpus major","TropicalDry","W","E",-1.125,86.9608,-0.922,64.3652396677886,2.0978,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,135.025399775087,117.419167847614,17.6062319274731,15.6499839355317,"CFT_recalced, Raw data are provided","Contributed",-14.6691,-180.32856624,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"594","Doliocarpus major","TropicalDry","W","E",-1.598,87.8526,-1.291,64.3652396677886,2.044,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,131.56254988096,115.58112069672,15.9814291842397,10.0008943580974,"CFT_recalced, Raw data are provided","Contributed",-19.4115452,-177.5267144,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"595","Doliocarpus major","TropicalDry","W","E",-1.36,87.2053,-1.142,64.3652396677886,1.6451,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,105.887255777479,92.3392990625179,13.5479567149611,9.96173287864787,"CFT_recalced, Raw data are provided","Contributed",-17.400792,-141.81633903,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"596","Doliocarpus major","TropicalDry","W","E",-1.277,89.0594,-1.053,64.3652396677886,1.814,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,116.758544757368,103.984459409644,12.7740853477247,10.0031991759786,"CFT_recalced, Raw data are provided","Contributed",-13.9711462,-159.7397516,"Dilleniaceae","Doliocarpus","major","Angiosperm"
"597","Hieronyma alchorneoides","TropicalDry","W","CD",-1.151,88.2294,-1.003,67.014512430181,3.2376,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,216.966185443954,191.427963620088,25.5382218238661,22.1878556245578,"CFT_recalced, Raw data are provided","Contributed",-13.5479606,-282.41390544,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"598","Hieronyma alchorneoides","TropicalDry","W","CD",-1.284,93.3738,-1.19,67.014512430181,2.4523,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,164.339688832533,153.450212371112,10.8894764614213,8.48090067088885,"CFT_recalced, Raw data are provided","Contributed",-8.5080408,-226.52826974,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"599","Hieronyma alchorneoides","TropicalDry","W","CD",-1.299,93.008,-1.245,67.014512430181,3.1902,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,213.789697554763,198.841521901734,14.9481756530291,11.5074485396683,"CFT_recalced, Raw data are provided","Contributed",-9.08260800000001,-293.5239216,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"600","Hieronyma alchorneoides","TropicalDry","W","CD",-1.252,78.7738,-0.975,67.014512430181,2.7551,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,184.631683196392,145.441392857759,39.1902903386325,31.3021488327735,"CFT_recalced, Raw data are provided","Contributed",-26.5752024,-214.27459638,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"601","Hieronyma alchorneoides","TropicalDry","W","CD",-1.041,90.5974,-0.915,67.014512430181,2.5742,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,172.508757897772,156.288449427676,16.2203084700959,15.5814682709855,"CFT_recalced, Raw data are provided","Contributed",-9.78810660000001,-230.64162708,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"602","Hieronyma alchorneoides","TropicalDry","W","CD",-1.068,95.5507,-1.031,67.014512430181,2.4172,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,161.987479446233,154.780170523232,7.20730892300125,6.74841659457046,"CFT_recalced, Raw data are provided","Contributed",-4.75185239999999,-228.54795204,"Phyllanthaceae","Hieronyma","alchorneoides","Angiosperm"
"603","Hura crepitans","TropicalDry","W","CD",-1.63,97.3475,-1.522,62.3228023103751,2.9756,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,185.447730554752,180.528729501787,4.9190010529648,3.01779205703362,"CFT_recalced, Raw data are provided","Contributed",-4.323575,-286.691621,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"604","Hura crepitans","TropicalDry","W","CD",-1.849,87.1091,-1.437,62.3228023103751,2.8129,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,175.307810618854,152.709056059788,22.5987545590659,12.2221495722368,"CFT_recalced, Raw data are provided","Contributed",-23.8352741,-242.21628739,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"605","Hura crepitans","TropicalDry","W","CD",-1.792,95.5156,-1.607,62.3228023103751,3.719,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,231.778501792285,221.384626657912,10.3938751343732,5.80015353480648,"CFT_recalced, Raw data are provided","Contributed",-8.03604479999999,-351.5035164,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"606","Hura crepitans","TropicalDry","W","CD",-1.654,98.0594,-1.565,62.3228023103751,2.471,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,153.999644508937,151.011127407596,2.98851710134045,1.80684226199543,"CFT_recalced, Raw data are provided","Contributed",-3.20975240000001,-239.8337774,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"607","Hura crepitans","TropicalDry","W","CD",-1.329,98.1573,-1.24,62.3228023103751,3.3669,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,209.834643098802,205.96802013042,3.86662296838159,2.90942285055048,"CFT_recalced, Raw data are provided","Contributed",-2.44894829999999,-327.11891337,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"608","Hura crepitans","TropicalDry","W","CD",-1.447,96.6836,-1.318,62.3228023103751,2.2243,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,138.624609178967,134.027262640156,4.59734653881128,3.17715724866018,"CFT_recalced, Raw data are provided","Contributed",-4.7988308,-212.82903148,"Euphorbiaceae","Hura","crepitans","Angiosperm"
"609","Machaerium milleflorum","TropicalDry","W","CD",-1.446,81.1877,-1.146,62.3905381293998,2.0229,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,126.209819581963,102.466849692745,23.7429698892176,16.4197578763607,"CFT_recalced, Raw data are provided","Contributed",-27.2025858,-162.21169833,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"610","Machaerium milleflorum","TropicalDry","W","CD",-1.749,80.2525,-1.293,62.3905381293998,1.5252,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,95.1580487549606,76.3667130770747,18.7913356778859,10.7440455562526,"CFT_recalced, Raw data are provided","Contributed",-34.5383775,-120.875913,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"611","Machaerium milleflorum","TropicalDry","W","CD",-1.655,86.4402,-1.307,62.3905381293998,1.5797,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,98.5583330830129,85.1940202336225,13.3643128493904,8.07511350416338,"CFT_recalced, Raw data are provided","Contributed",-22.441469,-134.96988394,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"612","Machaerium milleflorum","TropicalDry","W","CD",-1.233,87.8116,-1.068,62.3905381293998,1.7726,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,110.593467888174,97.1138936480919,13.4795742400822,10.9323392052573,"CFT_recalced, Raw data are provided","Contributed",-15.0282972,-153.88224216,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"613","Machaerium milleflorum","TropicalDry","W","CD",-1.515,81.9227,-1.187,62.3905381293998,1.5515,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,96.7989199077638,79.3002887592776,17.4986311484862,11.5502515831592,"CFT_recalced, Raw data are provided","Contributed",-27.3871095,-125.55156905,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"614","Machaerium milleflorum","TropicalDry","W","CD",-1.51,85.1496,-1.228,62.3905381293998,1.4734,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,91.9262188798577,78.2748076713233,13.6514112085344,9.04066967452608,"CFT_recalced, Raw data are provided","Contributed",-22.424104,-123.98602064,"Fabaceae","Machaerium","milleflorum","Angiosperm"
"615","Maripa panamensis","TropicalDry","W","E",-1.641,81.6494,-1.263,73.2396672497221,2.1207,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,155.319362336486,126.817327431567,28.5020349049191,17.3686989061055,"CFT_recalced, Raw data are provided","Contributed",-30.1133346,-171.03318258,"Convolvulaceae","Maripa","panamensis","Angiosperm"
"616","Maripa panamensis","TropicalDry","W","E",-1.422,70.2131,-0.995,73.2396672497221,2.4364,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,178.441125287223,125.289045739043,53.1520795481798,37.3783963067369,"CFT_recalced, Raw data are provided","Contributed",-42.3569718,-168.63079684,"Convolvulaceae","Maripa","panamensis","Angiosperm"
